,Название,Код,Цена,Рейтинг,Срок(месяца),Величина купона(-13%),Номинал,Выплат в год,Доходность(год),Доходность(все время),Доходность(% в год),Ссылка
132,РСХБ 09Т1,RU000A0ZZ505,743.5,Средний,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A0ZZ505/
133,ПИМ выпуск 1,RU000A103WD6,982.3,Низкий,9.0,28.19,1000.0,4.0,112.76,56.38,11.48,https://www.tinkoff.ru/invest/bonds/RU000A103WD6/
134,Бизнес Альянс 1Р-01,RU000A105YQ9,953.1,Низкий,26.0,32.19,1000.0,4.0,128.76,193.14,13.51,https://www.tinkoff.ru/invest/bonds/RU000A105YQ9/
135,Саммит 001P-02,RU000A107AZ6,1007.3,Средний,34.0,14.96,1000.0,12.0,179.52,29.92,17.82,https://www.tinkoff.ru/invest/bonds/RU000A107AZ6/
136,Энергоника 001Р-04,RU000A106R79,972.1,Средний,55.0,34.63,1000.0,4.0,138.52,450.19,14.25,https://www.tinkoff.ru/invest/bonds/RU000A106R79/
137,Сибстекло БО-П04,RU000A107209,1000.0,Низкий,45.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A107209/
138,ТЕХНО Лизинг 001Р-06,RU000A107FN1,1001.0,Средний,58.0,12.09,1000.0,12.0,145.08,48.36,14.49,https://www.tinkoff.ru/invest/bonds/RU000A107FN1/
139,СОБИЛИЗ1Р2,RU000A106AK0,854.92,Низкий,28.0,8.96,880.0,12.0,107.52,17.92,12.58,https://www.tinkoff.ru/invest/bonds/RU000A106AK0/
140,КЛС-Трейд БО-02,RU000A105QL6,1007.9,Низкий,12.0,38.98,1000.0,4.0,155.92,116.94,15.47,https://www.tinkoff.ru/invest/bonds/RU000A105QL6/
141,КОНТРОЛ лизинг выпуск 1,RU000A106T85,985.7,Низкий,55.0,11.57,1000.0,12.0,138.84,46.28,14.09,https://www.tinkoff.ru/invest/bonds/RU000A106T85/
142,ПЮДМ БО-П2,RU000A1020K7,9479.0,Низкий,18.0,92.92,10000.0,12.0,1115.04,92.92,11.76,https://www.tinkoff.ru/invest/bonds/RU000A1020K7/
143,ПР-Лизинг 002P-01,RU000A1022E6,952.4,Средний,67.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A1022E6/
144,Нафтатранс Плюс выпуск 5,RU000A106Y21,1025.0,Низкий,32.0,13.57,1000.0,12.0,162.84,27.14,15.89,https://www.tinkoff.ru/invest/bonds/RU000A106Y21/
145,Мосгорломбард выпуск 4,RU000A106MV2,971.0,Низкий,48.0,34.63,1000.0,4.0,138.52,415.56,14.27,https://www.tinkoff.ru/invest/bonds/RU000A106MV2/
146,Быстроденьги,RU000A104SJ9,1002.7,Низкий,15.0,14.96,1000.0,12.0,179.52,14.96,17.9,https://www.tinkoff.ru/invest/bonds/RU000A104SJ9/
147,Т.Г. Шевченко выпуск 3,RU000A104Z89,823.8,Средний,18.0,0.0,1000.0,4.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A104Z89/
148,Элит Строй выпуск 1,RU000A103M85,984.0,Средний,7.0,10.0,1000.0,12.0,120.0,0.0,12.2,https://www.tinkoff.ru/invest/bonds/RU000A103M85/
149,Сибнефтехимтрейд выпуск 1,RU000A1028H6,664.06692,Низкий,3.0,6.09,666.6,12.0,73.08,0.0,11.0,https://www.tinkoff.ru/invest/bonds/RU000A1028H6/
150,Роял Капитал БО-П08,RU000A1056Q8,988.0,Средний,20.0,34.63,1000.0,4.0,138.52,173.15,14.02,https://www.tinkoff.ru/invest/bonds/RU000A1056Q8/
151,РКС2Р3,RU000A106DV1,968.9,Средний,29.0,33.06,1000.0,4.0,132.24,231.42,13.65,https://www.tinkoff.ru/invest/bonds/RU000A106DV1/
152,ЛК Эволюция 001P-01,RU000A107GV2,1000.0,Средний,35.0,36.28,1000.0,4.0,145.12,290.24,14.51,https://www.tinkoff.ru/invest/bonds/RU000A107GV2/
153,ПР-Лизинг выпуск 2,RU000A106EP1,919.3,Средний,100.0,8.87,1000.0,12.0,106.44,70.96,11.58,https://www.tinkoff.ru/invest/bonds/RU000A106EP1/
154,ДиректЛизинг выпуск 7,RU000A103S30,778.685,Низкий,32.0,21.14,850.0,4.0,84.56,169.12,10.86,https://www.tinkoff.ru/invest/bonds/RU000A103S30/
155,Мосрегионлифт БО-01,RU000A105RU5,1017.2,Низкий,24.0,12.79,1000.0,12.0,153.48,25.58,15.09,https://www.tinkoff.ru/invest/bonds/RU000A105RU5/
156,re:Store выпуск 1,RU000A103935,962.5,Средний,5.0,17.49,1000.0,4.0,69.96,17.49,7.27,https://www.tinkoff.ru/invest/bonds/RU000A103935/
157,Вита Лайн 001Р выпуск 3,RU000A1036X6,973.3,Средний,17.0,21.66,1000.0,4.0,86.64,86.64,8.9,https://www.tinkoff.ru/invest/bonds/RU000A1036X6/
158,Энергоника 001Р-03,RU000A105492,875.61,Средний,43.0,30.45,900.0,4.0,121.8,304.5,13.91,https://www.tinkoff.ru/invest/bonds/RU000A105492/
159,Маныч-Агро,RU000A103K20,929.5,Средний,25.0,26.01,1000.0,4.0,104.04,156.06,11.19,https://www.tinkoff.ru/invest/bonds/RU000A103K20/
160,Гарант-Инвест 002P-07,RU000A106SK2,997.7,Средний,55.0,10.35,1000.0,12.0,124.2,41.4,12.45,https://www.tinkoff.ru/invest/bonds/RU000A106SK2/
161,НК Продкорпорация выпуск 1,RU000A102BF7,899.9,Низкий,26.0,38.98,1000.0,2.0,77.96,506.74,8.66,https://www.tinkoff.ru/invest/bonds/RU000A102BF7/
162,Мосгорломбард выпуск 3,RU000A106FW4,981.2,Низкий,41.0,34.63,1000.0,4.0,138.52,346.3,14.12,https://www.tinkoff.ru/invest/bonds/RU000A106FW4/
163,ПЗ Пушкинское 001Р-01,RU000A107761,1042.0,Низкий,58.0,38.98,1000.0,4.0,155.92,545.72,14.96,https://www.tinkoff.ru/invest/bonds/RU000A107761/
164,Соби-Лизинг 001P-01,RU000A105CL6,668.66,Низкий,21.0,7.66,670.0,12.0,91.92,7.66,13.75,https://www.tinkoff.ru/invest/bonds/RU000A105CL6/
165,ДАРС-Девелопмент выпуск 1,RU000A106UM4,979.0,Средний,20.0,32.19,1000.0,4.0,128.76,160.95,13.15,https://www.tinkoff.ru/invest/bonds/RU000A106UM4/
166,Ренессанс Кредит выпуск 6,RU000A102RN7,988.7,Средний,25.0,35.67,1000.0,2.0,71.34,428.04,7.22,https://www.tinkoff.ru/invest/bonds/RU000A102RN7/
167,СИБАВТО1Р2,RU000A106CB5,946.0,Низкий,53.0,31.41,1000.0,4.0,125.64,408.33,13.28,https://www.tinkoff.ru/invest/bonds/RU000A106CB5/
168,Аренза-Про выпуск 2,RU000A106GC4,950.1,Средний,29.0,9.22,1000.0,12.0,110.64,18.44,11.65,https://www.tinkoff.ru/invest/bonds/RU000A106GC4/
169,Лизинг-Трейд выпуск 2,RU000A1029F8,816.56532,Средний,9.0,6.09,833.4,12.0,73.08,0.0,8.95,https://www.tinkoff.ru/invest/bonds/RU000A1029F8/
170,Аренза-Про 001P-01,RU000A105TR7,979.7,Средний,24.0,10.35,1000.0,12.0,124.2,20.7,12.68,https://www.tinkoff.ru/invest/bonds/RU000A105TR7/
171,Лайфстрим БО-П02,RU000A1068S9,917.6,Средний,52.0,29.23,1000.0,4.0,116.92,379.99,12.74,https://www.tinkoff.ru/invest/bonds/RU000A1068S9/
172,Маныч-Агро выпуск 1,RU000A1032D7,962.8,Средний,15.0,26.01,1000.0,4.0,104.04,78.03,10.81,https://www.tinkoff.ru/invest/bonds/RU000A1032D7/
173,Сэтл Групп выпуск 3,RU000A1030X9,980.5,Высокий,3.0,18.36,1000.0,4.0,73.44,0.0,7.49,https://www.tinkoff.ru/invest/bonds/RU000A1030X9/
174,Аренза-Про выпуск 1,RU000A104C78,395.0,Средний,11.0,12.53,400.0,4.0,50.12,25.06,12.69,https://www.tinkoff.ru/invest/bonds/RU000A104C78/
175,Глобал Факторинг Нетворк Рус,RU000A105JN7,995.04,Низкий,22.0,13.66,960.0,12.0,163.92,13.66,16.47,https://www.tinkoff.ru/invest/bonds/RU000A105JN7/
176,Кармани выпуск 1,RU000A103R98,588.66,Низкий,8.0,5.39,600.0,12.0,64.68,0.0,10.99,https://www.tinkoff.ru/invest/bonds/RU000A103R98/
177,ВИС Финанс выпуск 5,RU000A107D33,1000.0,Средний,47.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A107D33/
178,Агротек выпуск 1,RU000A105QZ6,1002.5,Низкий,27.0,36.8,1000.0,4.0,147.2,220.8,14.68,https://www.tinkoff.ru/invest/bonds/RU000A105QZ6/
179,ДиректЛизинг 002P-01,RU000A106GY8,908.71875,Низкий,42.0,28.45,937.5,4.0,113.8,284.5,12.52,https://www.tinkoff.ru/invest/bonds/RU000A106GY8/
180,Группа Продовольствие 001P-03,RU000A106YN4,1002.0,Средний,32.0,11.4,1000.0,12.0,136.8,22.8,13.65,https://www.tinkoff.ru/invest/bonds/RU000A106YN4/
181,Сбербанк 002СУБ-02R,RU000A102HC1,8000000.0,Средний,86.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A102HC1/
182,Лизинг-Трейд 001P-10,RU000A107480,1027.8,Средний,56.0,14.27,1000.0,12.0,171.24,57.08,16.66,https://www.tinkoff.ru/invest/bonds/RU000A107480/
183,Газпром Капитал 001Б-02,RU000A1039A8,870000.0,Средний,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A1039A8/
184,ХК Финанс выпуск 8,RU000A104XU6,991.8,Средний,18.0,28.19,1000.0,4.0,112.76,112.76,11.37,https://www.tinkoff.ru/invest/bonds/RU000A104XU6/
185,НПО Химтэк выпуск 1,RU000A103H25,871.02,Средний,19.0,25.32,900.0,4.0,101.28,101.28,11.63,https://www.tinkoff.ru/invest/bonds/RU000A103H25/
186,Агротек БО-03,RU000A106YL8,1003.2,Низкий,41.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A106YL8/
187,ТрансФин-М 001Р выпуск 4,RU000A0ZYEB1,881.6,Средний,45.0,43.33,1000.0,2.0,86.66,953.26,9.83,https://www.tinkoff.ru/invest/bonds/RU000A0ZYEB1/
188,Аэрофьюэлз 002Р-02,RU000A107AW3,999.5,Средний,35.0,34.63,1000.0,4.0,138.52,277.04,13.86,https://www.tinkoff.ru/invest/bonds/RU000A107AW3/
189,ИЭК Холдинг 001P-02,RU000A107E08,1004.0,Средний,11.0,11.57,1000.0,12.0,138.84,0.0,13.83,https://www.tinkoff.ru/invest/bonds/RU000A107E08/
190,Агротек БО-02,RU000A1065Y3,971.4,Низкий,42.0,32.19,1000.0,4.0,128.76,321.9,13.26,https://www.tinkoff.ru/invest/bonds/RU000A1065Y3/
191,КарМани выпуск 2,RU000A1058U6,830.4,Низкий,20.0,10.79,800.0,12.0,129.48,10.79,15.59,https://www.tinkoff.ru/invest/bonds/RU000A1058U6/
192,МСБ-Лизинг 002Р-06,RU000A105658,497.760176,Средний,8.0,5.13,499.96,12.0,61.56,0.0,12.37,https://www.tinkoff.ru/invest/bonds/RU000A105658/
193,Газпром Капитал БЗО26-1-Е,RU000A105QX1,79728.2443776,Средний,,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A105QX1/
194,СЕЛЛ-Сервис БО-П02,RU000A106C50,973.7,Средний,28.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A106C50/
195,Газпром капитал ЗО24-2-Е,RU000A105GZ7,100559.0685008,Высокий,0.0,2606.09,101578.1,1.0,2606.09,0.0,2.59,https://www.tinkoff.ru/invest/bonds/RU000A105GZ7/
196,СФО ВТБ РКС-1 выпуск 1,RU000A1032P1,886.5,Высокий,83.0,5.83,1000.0,12.0,69.96,34.98,7.89,https://www.tinkoff.ru/invest/bonds/RU000A1032P1/
197,БЭЛТИ-ГРАНД БО-П06,RU000A1076A0,1000.0,Низкий,57.0,12.09,1000.0,12.0,145.08,48.36,14.51,https://www.tinkoff.ru/invest/bonds/RU000A1076A0/
198,Аренза-Про 001P-03,RU000A107217,996.9,Низкий,58.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A107217/
199,ЭР-Телеком Холдинг ПБО-02-05,RU000A107BZ4,999.0,Средний,14.0,34.19,1000.0,4.0,136.76,102.57,13.69,https://www.tinkoff.ru/invest/bonds/RU000A107BZ4/
200,Элит Строй 1P-01,RU000A105YF2,980.0,Средний,26.0,10.35,1000.0,12.0,124.2,20.7,12.67,https://www.tinkoff.ru/invest/bonds/RU000A105YF2/
201,ЛК РОДЕЛЕН 002P-01,RU000A107076,1002.8,Средний,56.0,11.22,1000.0,12.0,134.64,44.88,13.43,https://www.tinkoff.ru/invest/bonds/RU000A107076/
202,Центр-Резерв БО-02,RU000A1056T2,979.925,Низкий,31.0,12.18,950.0,12.0,146.16,24.36,14.92,https://www.tinkoff.ru/invest/bonds/RU000A1056T2/
203,Т.Г. Шевченко выпуск 4,RU000A104ZU1,700.6,Средний,30.0,0.0,1000.0,4.0,0.0,0.0,0.0,https://www.tinkoff.ru/invest/bonds/RU000A104ZU1/
204,ГК ЕКС выпуск 1,RU000A104BU2,975.6,Средний,11.0,28.19,1000.0,4.0,112.76,56.38,11.56,https://www.tinkoff.ru/invest/bonds/RU000A104BU2/
205,NexTouch выпуск 1,RU000A103WZ9,967.9,Средний,9.0,24.88,1000.0,4.0,99.52,49.76,10.28,https://www.tinkoff.ru/invest/bonds/RU000A103WZ9/
206,Интерлизинг выпуск 6,RU000A106SF2,962.0,Высокий,31.0,29.23,1000.0,4.0,116.92,204.61,12.15,https://www.tinkoff.ru/invest/bonds/RU000A106SF2/
207,Реиннольц,RU000A105LS2,1042.8,Низкий,35.0,38.98,1000.0,4.0,155.92,311.84,14.95,https://www.tinkoff.ru/invest/bonds/RU000A105LS2/
208,ГК Пионер-001Р выпуск 5,RU000A102KG6,647.488,Средний,11.0,14.09,670.0,4.0,56.36,28.18,8.7,https://www.tinkoff.ru/invest/bonds/RU000A102KG6/
209,Охта Групп БО-П03,RU000A1070A3,1000.0,Низкий,33.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A1070A3/
210,Патриот Групп выпуск 1,RU000A105AX5,1004.6,Средний,21.0,34.63,1000.0,4.0,138.52,173.15,13.79,https://www.tinkoff.ru/invest/bonds/RU000A105AX5/
211,Петроинжиниринг выпуск 1,RU000A103RL9,959.4,Средний,32.0,21.14,1000.0,4.0,84.56,169.12,8.81,https://www.tinkoff.ru/invest/bonds/RU000A103RL9/
212,Сибэнергомаш-БКЗ выпуск 1,RU000A104K37,995.0,Средний,13.0,32.19,1000.0,4.0,128.76,96.57,12.94,https://www.tinkoff.ru/invest/bonds/RU000A104K37/
213,Брусника выпуск 2,RU000A102Y58,984.5,Средний,3.0,20.79,1000.0,4.0,83.16,0.0,8.45,https://www.tinkoff.ru/invest/bonds/RU000A102Y58/
214,Бифорком Тек выпуск 1,RU000A1037L9,978.4,Средний,5.0,22.71,1000.0,4.0,90.84,22.71,9.28,https://www.tinkoff.ru/invest/bonds/RU000A1037L9/
215,Эталон-Финанс выпуск 3,RU000A103QH9,904.0,Высокий,32.0,19.66,1000.0,4.0,78.64,157.28,8.7,https://www.tinkoff.ru/invest/bonds/RU000A103QH9/
216,Гарант-Инвест 2Р-06,RU000A106862,969.9,Средний,16.0,9.22,1000.0,12.0,110.64,9.22,11.41,https://www.tinkoff.ru/invest/bonds/RU000A106862/
217,ЧЗПСН-Профнастил БО-П2,RU000A101NJ6,956.4,Средний,16.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A101NJ6/
218,Росгеология выпуск 1,RU000A103SV6,952.5,Средний,8.0,38.98,1000.0,2.0,77.96,155.92,8.18,https://www.tinkoff.ru/invest/bonds/RU000A103SV6/
219,Охта Групп выпуск 2,RU000A1040V2,975.2,Низкий,10.0,27.06,1000.0,4.0,108.24,54.12,11.1,https://www.tinkoff.ru/invest/bonds/RU000A1040V2/
220,Вита Лайн 001Р выпуск 2,RU000A102B97,954.6,Средний,22.0,21.14,1000.0,4.0,84.56,105.7,8.86,https://www.tinkoff.ru/invest/bonds/RU000A102B97/
221,Завод КЭС выпуск 2,RU000A102AB8,494.05,Низкий,9.0,15.14,500.0,4.0,60.56,30.28,12.26,https://www.tinkoff.ru/invest/bonds/RU000A102AB8/
222,Интерлизинг выпуск 7,RU000A1077X0,1010.6,Средний,34.0,11.4,1000.0,12.0,136.8,22.8,13.54,https://www.tinkoff.ru/invest/bonds/RU000A1077X0/
223,Гарант-Инвест 2Р выпуск 5,RU000A105GV6,987.4,Средний,22.0,31.93,1000.0,4.0,127.72,159.65,12.93,https://www.tinkoff.ru/invest/bonds/RU000A105GV6/
224,Урожай серия 3,RU000A106J04,1010.0,Низкий,30.0,34.63,1000.0,4.0,138.52,242.41,13.71,https://www.tinkoff.ru/invest/bonds/RU000A106J04/
225,Ренессанс Кредит выпуск 4,RU000A102H83,929.2,Средний,23.0,50.11,1000.0,2.0,100.22,551.21,10.79,https://www.tinkoff.ru/invest/bonds/RU000A102H83/
226,Кировский завод выпуск 1,RU000A101S99,939.5,Средний,17.0,23.84,1000.0,4.0,95.36,95.36,10.15,https://www.tinkoff.ru/invest/bonds/RU000A101S99/
227,Сегежа,RU000A104UA4,992.9,Средний,160.0,32.19,1000.0,4.0,128.76,1287.6,12.97,https://www.tinkoff.ru/invest/bonds/RU000A104UA4/
228,ЖКХ Якутии выпуск 1,RU000A100PB0,987.5,Средний,31.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A100PB0/
229,Солид-Лизинг выпуск 1,RU000A104CF1,692.58,Средний,35.0,22.01,700.0,4.0,88.04,176.08,12.71,https://www.tinkoff.ru/invest/bonds/RU000A104CF1/
230,Банк ВТБ (ПАО) Б-1-346,RU000A107B35,1000.4,Средний,35.0,11.05,1000.0,12.0,132.6,22.1,13.25,https://www.tinkoff.ru/invest/bonds/RU000A107B35/
231,ТД РКС-Сочи 002Р-2,RU000A104KS7,992.9,Средний,13.0,32.19,1000.0,4.0,128.76,96.57,12.97,https://www.tinkoff.ru/invest/bonds/RU000A104KS7/
232,Новые Технологии выпуск 2,RU000A106PW3,935.2,Высокий,55.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A106PW3/
233,Центральная ППК выпуск 3,RU000A103F27,968.0,Средний,6.0,41.15,1000.0,2.0,82.3,123.45,8.5,https://www.tinkoff.ru/invest/bonds/RU000A103F27/
234,Проект 111 001Р-01,RU000A106U90,979.7,Средний,32.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A106U90/
235,Ритейл Бел Финанс 001P-01,RU000A101QF7,712.725,Средний,17.0,15.31,750.0,4.0,61.24,61.24,8.59,https://www.tinkoff.ru/invest/bonds/RU000A101QF7/
236,ГК Пионер-001P выпуск 6,RU000A104735,955.2,Средний,23.0,25.4,1000.0,4.0,101.6,127.0,10.64,https://www.tinkoff.ru/invest/bonds/RU000A104735/
237,МБЭС выпуск 2,RU000A101RJ7,959.9,Средний,77.0,26.88,1000.0,2.0,53.76,1021.44,5.6,https://www.tinkoff.ru/invest/bonds/RU000A101RJ7/
238,ГТЛК выпуск 10,RU000A0ZZ984,973.8,Средний,112.0,28.88,1000.0,4.0,115.52,808.64,11.86,https://www.tinkoff.ru/invest/bonds/RU000A0ZZ984/
239,Урожай выпуск 2,RU000A1037C8,983.8,Средний,5.0,24.88,1000.0,4.0,99.52,24.88,10.12,https://www.tinkoff.ru/invest/bonds/RU000A1037C8/
240,Европлан 001Р-02,RU000A1034J0,245.15,Высокий,4.0,4.18,250.0,4.0,16.72,4.18,6.82,https://www.tinkoff.ru/invest/bonds/RU000A1034J0/
241,ХКФ Банк выпуск 4,RU000A103760,853.1,Высокий,29.0,17.31,1000.0,4.0,69.24,121.17,8.12,https://www.tinkoff.ru/invest/bonds/RU000A103760/
242,Брусника выпуск 2Р-1,RU000A1048A9,966.0,Средний,17.0,25.66,1000.0,4.0,102.64,102.64,10.63,https://www.tinkoff.ru/invest/bonds/RU000A1048A9/
243,СЭЗ им. Серго Орджоникидзе выпуск 2,RU000A102556,871.9,Средний,44.0,22.62,1000.0,4.0,90.48,248.82,10.38,https://www.tinkoff.ru/invest/bonds/RU000A102556/
244,ХКФ Банк выпуск 7,RU000A102RF3,989.9,Средний,25.0,14.79,1000.0,4.0,59.16,88.74,5.98,https://www.tinkoff.ru/invest/bonds/RU000A102RF3/
245,ЭнергоТехСервис выпуск 4,RU000A103828,568.3392,Высокий,17.0,12.79,598.0,4.0,51.16,51.16,9.0,https://www.tinkoff.ru/invest/bonds/RU000A103828/
246,Вита Лайн 001Р выпуск 1,RU000A102200,967.2,Средний,7.0,21.66,1000.0,4.0,86.64,21.66,8.96,https://www.tinkoff.ru/invest/bonds/RU000A102200/
247,ЛК Дельта выпуск 1,RU000A103CD8,741.0,Средний,6.0,17.05,750.0,4.0,68.2,17.05,9.2,https://www.tinkoff.ru/invest/bonds/RU000A103CD8/
248,Электрощит-Стройсистема выпуск 2,RU000A101UD4,970.0,Средний,17.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A101UD4/
249,ЛК РОДЕЛЕН 001P-04,RU000A105SK4,984.0,Средний,48.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A105SK4/
250,Инкаб выпуск 1,RU000A1049M2,983.8,Средний,11.0,29.23,1000.0,4.0,116.92,58.46,11.88,https://www.tinkoff.ru/invest/bonds/RU000A1049M2/
251,ЭнергоТехСервис 001P-05,RU000A107D74,1017.0,Средний,23.0,11.57,1000.0,12.0,138.84,11.57,13.65,https://www.tinkoff.ru/invest/bonds/RU000A107D74/
252,Асфальтобетонный завод № 1 выпуск 4,RU000A1065B1,977.9,Средний,27.0,29.75,1000.0,4.0,119.0,178.5,12.17,https://www.tinkoff.ru/invest/bonds/RU000A1065B1/
253,Т.Г. Шевченко выпуск 2,RU000A101P92,979.3,Средний,16.0,28.19,1000.0,4.0,112.76,112.76,11.51,https://www.tinkoff.ru/invest/bonds/RU000A101P92/
254,ГТЛК выпуск 3,RU000A0JXE06,995.1,Средний,96.0,23.84,1000.0,4.0,95.36,572.16,9.58,https://www.tinkoff.ru/invest/bonds/RU000A0JXE06/
255,ГК Самолет выпуск 11,RU000A104JQ3,970.0,Высокий,49.0,55.07,1000.0,2.0,110.14,1321.68,11.35,https://www.tinkoff.ru/invest/bonds/RU000A104JQ3/
256,ГК Самолет выпуск 10,RU000A103L03,962.9,Высокий,7.0,19.84,1000.0,4.0,79.36,19.84,8.24,https://www.tinkoff.ru/invest/bonds/RU000A103L03/
257,АФК Система выпуск 13,RU000A101Q26,966.4,Высокий,76.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A101Q26/
258,ГТЛК 002P выпуск 1,RU000A102VR0,950.6,Средний,146.0,16.96,1000.0,4.0,67.84,610.56,7.14,https://www.tinkoff.ru/invest/bonds/RU000A102VR0/
259,Экспобанк 001Р-01,RU000A103RT2,957.3,Средний,8.0,19.49,1000.0,4.0,77.96,38.98,8.14,https://www.tinkoff.ru/invest/bonds/RU000A103RT2/
260,АФК Система выпуск 19,RU000A102SX4,917.9,Высокий,85.0,,,,,,,https://www.tinkoff.ru/invest/bonds/RU000A102SX4/
261,Хайтэк-Интеграция,RU000A104TM1,1004.9,Средний,16.0,41.15,1000.0,4.0,164.6,164.6,16.38,https://www.tinkoff.ru/invest/bonds/RU000A104TM1/
262,ГТЛК выпуск 9,RU000A0ZZ1J8,947.0,Средний,110.0,15.92,1000.0,4.0,63.68,429.84,6.72,https://www.tinkoff.ru/invest/bonds/RU000A0ZZ1J8/
